author_name,rating,review_text,review_date,title,app_version
Johniton,5,Excellent work,2024-06-20T13:17:35-07:00,Member,15.0.5905
Drewdta,5,"Great overall app , as in person people are great as well.",2024-06-20T11:52:55-07:00,Great app,15.0.5905
ibgg825,5,You have experience working people. I like working with you Thank you,2024-06-20T11:17:28-07:00,The best bank,15.0.5905
JWI Girl,5,I have been with this bank for over twenty years. And many things have changed for the better. Easy banking system great stuff always there to help. Thanks,2024-06-20T10:39:37-07:00,Very Happy with my bank....,15.0.5905
TechBro,4,"Performs well with some glitches in low connectivity situations, but that’s to be expected.",2024-06-20T08:15:56-07:00,Solid app,15.0.5905
msammoury,5,"Easy to work with and I like the payment options, accounts links and easy transfers transactions",2024-06-20T05:58:49-07:00,Unify App,15.0.5905
;b :(,5,Much more convenient than the website.,2024-06-19T13:05:47-07:00,Very convenient,15.0.5905
adriandj1,5,Pretty easy to navigate Ty,2024-06-19T10:23:49-07:00,Yes,15.0.5905
garyisok,5,"Very stable app, has everything I need and is so efficient!! Beats having to go to the branch!!",2024-06-19T08:35:48-07:00,Quick and easy to use!,15.0.5905
zelamike,2,The lowering of the Zelle money transfer system has created a difficulty with my personal finances.  I used this method for monthly payments around $1150,2024-06-19T07:47:38-07:00,Zelle change,15.0.5905
Lesanec,5,I love how my money comes in early.,2024-06-19T02:34:18-07:00,Good job,15.0.5905
Very good layout,5,Excellent layout and easy to navigate,2024-06-18T21:51:40-07:00,Good Service,15.0.5905
4160246,5,Much improvement needed. It gets stuck often.,2024-06-18T12:13:13-07:00,Unify review,15.0.5905
TakeAHike89,5,"Easy to use. Have a credit card? Savings account? Every part is easy to maneuver and seamlessly transfer funds, etc. 
Another feature is you can attach other bank accounts.
Easy, accessible, perfect for your money matters.",2024-06-18T11:16:22-07:00,Banking at your finger tips,15.0.5905
CIMike,5,"Excellent app. Allows me to access all my info easily. Transfers, payments, Zelle all easy to use.",2024-06-18T09:51:10-07:00,"Easy, quick",15.0.5905
Huddles1953,5,Love the app,2024-06-17T20:34:48-07:00,Best banking app ever,15.0.5905
Buddy2914,5,Easy to use. I can do everything I want right on the app. I especially love to face recognition.,2024-06-17T15:04:52-07:00,Easy to use.,15.0.5905
annapittagarza4,5,The app is easy to use 🙌,2024-06-17T14:48:41-07:00,My bank,15.0.5905
bdhshjsks,1,Doesn’t work from my iphonr,2024-06-17T14:02:40-07:00,Horrible,15.0.5905
Golden Michelle,5,I enjoy using this app as I’m able to take care of all my banking without ever having to go to a branch.,2024-06-17T13:14:38-07:00,App is the best,15.0.5905
EP3882,5,Easy to navigate through!,2024-06-17T07:24:11-07:00,UFCF App,15.0.5905
PIPE 💣,5,Works great,2024-06-17T06:43:26-07:00,Awesome,15.0.5905
Ken at Nabwmt,5,I love the Unify app. It’s easy to use and I can check my accounts regularly💕 M Scott,2024-06-16T20:17:32-07:00,UnifyCredit Union,15.0.5905
legitlegend88,5,This company UNIFY FCU is filled with a great customer service team. They are always friendly and willing to help any issues i have with transactions.,2024-06-16T15:14:42-07:00,Great app even better contact center,15.0.5905
SenseiAnonQ,5,Full of features and access,2024-06-16T11:16:21-07:00,Excellent app for customers,15.0.5905
Lysaray59,5,I love this bank everything about it knowing that I don’t have a branch in my city but I can go to any credit union to deposit what I need or withdraw also I can deposit a check online I’m very happy,2024-06-15T18:00:57-07:00,My review,15.0.5905
jamiesPumpkins,5,Very safe but simple,2024-06-15T14:44:16-07:00,Rate app,15.0.5905
Compuelf,5,Makes checking accounts easy. Transfers are also very easy. 10 out of 10.,2024-06-15T12:08:23-07:00,Very convenient,15.0.5905
Danni48in2024,4,Great app and great company. That’s all.,2024-06-15T08:16:41-07:00,Unify the Awesome,15.0.5905
mcacrrrs,5,Excelente,2024-06-15T07:01:30-07:00,Good application,15.0.5905
90's Kid blah blah blah,5,I’ve never been let down by this app or by the credit union. I’d highly recommend both.,2024-06-14T21:38:23-07:00,Great app,15.0.5905
Mikehbch,5,"Been using for a while, user friendly, does everything I need, very happy with it",2024-06-14T13:55:22-07:00,Unify App,15.0.5905
Angered app buyer,5,I’m always able to find what I need without any issues. I constantly tell my friends to sign up.,2024-06-14T10:36:12-07:00,Unify App,15.0.5905
Chef flava,5,Awesome!!!!,2024-06-14T08:40:40-07:00,Unify,15.0.5905
My solitaire review.,5,Great app. Easy to use.,2024-06-14T07:45:38-07:00,Fantastic app!,15.0.5905
Iris in Lowell,5,"I am happy with the app! Very convenient, and reliable.",2024-06-14T07:44:24-07:00,Best always,15.0.5905
Missteree,5,Easy to use. It feels safe as well. Almost no need to call the customer service number for assistance. I can do almost everything on the app which is a win for me!,2024-06-13T23:10:47-07:00,Great,15.0.5905
Cbentay,5,It is very convenient for online banking. My only thing is when you transfer money between accounts it take 24/48 hours for the transaction to be completed.,2024-06-13T16:25:43-07:00,I love the app,15.0.5905
EY41510,5,App works great!,2024-06-13T16:23:50-07:00,Great!,15.0.5905
Mr. Exceptional,5,I appreciate the great customer service I receive each time.,2024-06-13T15:36:32-07:00,Exceptional customer service.,15.0.5905
voulezMRT,5,I do not have to drive to the bank. Easy to use and has all the tools!,2024-06-13T15:04:06-07:00,Great for All my Banking Needs!,15.0.5905
JACKIE1944H,4,I really appreciate the facial identity access.,2024-06-13T08:19:35-07:00,Thank you,15.0.5905
zzziiu,4,The best,2024-06-13T08:15:47-07:00,Great,15.0.5905
Unifytheworld,5,Usually the app works very well,2024-05-31T13:53:58-07:00,Mr,15.0.5905
Rancho_delvalle,5,"I can do everything I need to do on my phone as I can do on my laptop. It’s streamline, and easy to use. Thank you Unify.",2024-05-29T15:54:42-07:00,Love the App!,14.0.5900
Jasmin Anahata,5,I Enjoy it hands on indeed,2024-05-26T12:03:23-07:00,Unify App,14.0.5900
Credit app review,5,It’s very easy to get all of my business done. No matter if it’s transferring funds or just checking balances and due dates.,2024-05-25T01:10:08-07:00,Unify App,14.0.5900
mpulsv,5,You all are on the right track. I’m able to everything I need to do from the app.  Perfect.,2024-05-23T17:24:06-07:00,Perfect App,14.0.5900
Sick of your crap 2,1,"Your app is trash, your service is trash, I’ve spoken to multiple people about autopay that’s been set up for 2 years and your people helped set up. Still get late fees and have to talk to people just about monthly to fix the problem, which just happens again the following month.",2024-05-21T16:41:16-07:00,Complete garbage,14.0.5900
4947gd,5,Love it,2024-05-21T06:22:39-07:00,Easy to navigate,14.0.5900
watertightdoor,1,At least our auto loan rate is decent,2024-05-20T12:42:37-07:00,Just so so bad,14.0.5900
MisLauLou,5,"I appreciate the option of a quick check on my accounts, and the mobile deposit is super convenient!",2024-05-19T13:27:31-07:00,So much faster than firing up the laptop!,14.0.5900
BrownYogi,5,"Great App, easy to navigate",2024-05-17T10:18:07-07:00,Great App,14.0.5900
Tomvalram,4,I like the app,2024-05-16T04:35:59-07:00,Unify,14.0.5900
Marika Bak,5,This app does everything I need and I need a lot as there are no longer branches near me.,2024-05-09T05:56:14-07:00,Great App,14.0.5900
BLk162411,5,"I like that it is fully electronic. Tranfers can easily be handled without ACH time delayed movement between my other institutions of bn,ing.",2024-05-09T04:59:40-07:00,UNIFY,14.0.5900
Aprill2013,1,"this is by far the worst app I have ever downloaded. 
I can even pay my car loan with this stupid app. Their customer service is the worst!!!! Horrible bank horrible app. Overall the worst thing that has happened in my life.
Customer service agents can’t even help me. If I cal after hours they send me to a call center that cannot help you either. Horrible",2024-05-08T17:32:11-07:00,THE WORST,14.0.5900
Giftxpedia,5,This is very easy to use. It works fast and provides all features for online banking. I enjoy using it!,2024-05-08T09:55:12-07:00,Unify FCU app,14.0.5900
nikip2019,5,Very user friendly!! I can do all my transactions quickly. Would definitely recommend.,2024-05-05T08:33:46-07:00,Great,14.0.5900
Trinidls,5,Easy to use!,2024-05-03T08:58:28-07:00,Ease of use,14.0.5900
GrannyWolfe,5,Works for me!,2024-05-02T16:22:04-07:00,Nice and Easy.,14.0.5900
yobudabbadoo,5,"Never dreamed paying bills and performing financial transactions could be so easy, convenient and, believe it or not, enjoyable. Love it!",2024-05-01T17:45:31-07:00,Love this App,14.0.5900
LittlePicky,5,"Very fast and convenient app, thanks!!",2024-04-30T08:23:45-07:00,George G Monterrosas,14.0.5900
